Date,Open,High,Low,Close,Adj Close,Volume
2011-09-01,69.660004,69.949997,65.000000,66.360001,56.021675,655900
2011-10-01,65.800003,71.900002,63.209999,70.330002,59.601295,1109200
2011-11-01,68.779999,73.830002,68.519997,73.830002,62.567402,579500
2011-12-01,73.849998,77.300003,72.900002,76.449997,64.787704,1842700
2012-01-01,77.669998,78.839996,75.379997,77.900002,66.204376,2192600
2012-02-01,78.449997,81.489998,77.790001,80.730003,68.609451,757800
2012-03-01,80.639999,83.550003,78.889999,83.059998,70.589653,611300
2012-04-01,83.059998,84.889999,79.699997,83.949997,71.608025,437200
2012-05-01,84.129997,84.330002,79.629997,81.139999,69.211128,888300
2012-06-01,80.050003,86.610001,79.150002,86.610001,73.876961,1054600
2012-07-01,86.230003,89.830002,85.379997,87.339996,74.774765,686900
2012-08-01,87.900002,88.089996,85.180000,86.959999,74.449455,665900
2012-09-01,87.269997,91.639999,87.269997,89.629997,76.735336,584300
2012-10-01,90.040001,92.370003,86.260002,86.680000,74.755463,666200
2012-11-01,86.620003,87.879997,82.000000,86.779999,74.841690,1104500
2012-12-01,87.099998,88.180000,83.580002,85.019997,73.323853,1282200
2013-01-01,86.529999,91.529999,86.010002,91.190002,79.009926,842000
2013-02-01,91.809998,93.540001,90.550003,92.370003,80.032280,367300
2013-03-01,92.000000,96.000000,91.800003,95.940002,83.125458,605300
2013-04-01,96.000000,100.279999,94.769997,99.080002,86.118309,1110100
2013-05-01,98.580002,104.629997,96.940002,100.800003,87.613312,923600
2013-06-01,101.379997,103.860001,97.599998,99.650002,86.613762,601800
2013-07-01,100.389999,107.690002,99.040001,107.029999,93.336143,656400
2013-08-01,108.220001,109.089996,102.830002,103.949997,90.650200,557200
2013-09-01,104.500000,109.790001,103.870003,106.389999,92.777992,313900
2013-10-01,106.970001,111.000000,102.639999,108.660004,95.013138,444300
2013-11-01,108.970001,118.690002,108.360001,117.309998,102.576782,309300
2013-12-01,117.370003,118.099998,113.239998,118.099998,103.267540,534900
2014-01-01,117.879997,124.930000,116.870003,120.820000,105.952034,670100
2014-02-01,121.110001,133.970001,117.739998,132.009995,115.764977,727800
2014-03-01,130.429993,134.639999,123.480003,126.690002,111.099648,1080100
2014-04-01,126.839996,129.539993,118.120003,129.279999,113.623383,849300
2014-05-01,129.600006,131.449997,124.790001,131.220001,115.328415,562600
2014-06-01,131.240005,136.380005,130.089996,135.110001,118.747307,515300
2014-07-01,135.850006,138.419998,130.190002,130.240005,115.111946,529800
2014-08-01,130.039993,137.639999,126.900002,137.619995,121.634689,604100
2014-09-01,137.669998,142.970001,136.309998,140.350006,124.047638,545200
2014-10-01,140.509995,149.300003,130.000000,145.990005,129.395172,1334100
2014-11-01,146.139999,154.199997,143.009995,152.580002,135.236099,759600
2014-12-01,152.279999,155.770004,146.800003,151.399994,134.190170,1109900
2015-01-01,152.059998,159.889999,148.559998,154.619995,137.396317,1293800
2015-02-01,154.809998,169.720001,152.600006,168.399994,149.641342,1049600
2015-03-01,168.600006,182.119995,167.160004,172.419998,153.213531,1610500
2015-04-01,172.149994,180.089996,166.899994,167.960007,149.466553,1130700
2015-05-01,168.949997,178.919998,167.720001,177.160004,157.653625,676100
2015-06-01,178.389999,181.279999,172.559998,174.820007,155.571243,1147300
2015-07-01,175.820007,184.639999,173.800003,181.610001,161.961777,1123700
2015-08-01,181.899994,182.399994,113.550003,166.919998,148.861053,1339300
2015-09-01,164.949997,175.059998,141.220001,148.020004,132.005844,1904600
2015-10-01,148.149994,161.910004,141.639999,155.759995,139.238770,2390400
2015-11-01,156.539993,164.630005,153.949997,162.139999,144.942017,855500
2015-12-01,163.149994,166.490005,156.589996,161.690002,144.539795,786200
2016-01-01,158.630005,159.559998,138.009995,141.779999,128.367096,1122800
2016-02-01,141.199997,142.279999,129.500000,136.160004,123.278755,1242700
2016-03-01,137.339996,142.679993,130.190002,136.979996,124.021172,1286100
2016-04-01,136.429993,149.500000,136.179993,141.160004,128.091217,1282800
2016-05-01,141.449997,146.660004,132.020004,146.610001,133.036667,669200
2016-06-01,146.490005,150.160004,134.770004,144.399994,131.031219,462300
2016-07-01,144.720001,156.149994,144.399994,155.639999,141.562744,365200
2016-08-01,155.990005,158.110001,148.009995,148.949997,135.477814,417400
2016-09-01,149.029999,156.800003,146.839996,149.440002,135.923553,293200
2016-10-01,149.100006,152.240005,136.330002,136.399994,124.314407,423500
2016-11-01,136.419998,149.580002,129.199997,139.669998,127.294693,2332000
2016-12-01,140.009995,143.710007,135.089996,141.419998,128.889633,863100
2017-01-01,142.550003,148.809998,137.160004,141.720001,129.470886,1382100
2017-02-01,141.860001,155.679993,141.589996,153.259995,140.013474,546600
2017-03-01,154.589996,156.229996,148.500000,150.940002,137.893982,453500
2017-04-01,150.940002,153.669998,147.850006,153.270004,140.357803,192300
2017-05-01,153.009995,153.770004,147.490005,150.740005,138.040955,281900
2017-06-01,150.479996,160.919998,149.729996,155.130005,142.061081,440500
2017-07-01,155.350006,158.639999,153.919998,155.289993,143.030151,294400
2017-08-01,155.259995,155.330002,146.649994,155.029999,142.790665,762400
2017-09-01,155.210007,158.809998,153.410004,156.360001,144.015671,275500
2017-10-01,156.509995,161.199997,150.110001,150.649994,139.157196,362100
2017-11-01,151.110001,154.029999,147.699997,154.000000,142.251633,341000
2017-12-01,153.770004,156.880005,149.250000,154.380005,142.602661,409200
2018-01-01,154.589996,166.059998,154.589996,157.380005,145.721390,1238900
2018-02-01,157.289993,159.199997,141.759995,150.059998,138.943680,339900
2018-03-01,148.399994,155.809998,143.600006,147.539993,136.610336,161400
2018-04-01,146.600006,149.919998,141.800003,144.289993,134.073074,178300
2018-05-01,143.250000,150.139999,139.279999,148.910004,138.365921,204400
2018-06-01,149.589996,156.809998,148.960007,151.360001,140.642456,230800
2018-07-01,150.250000,161.919998,149.600006,161.490005,150.537140,169800
2018-08-01,161.550003,169.639999,161.250000,169.550003,158.050446,647800
2018-09-01,169.160004,170.259995,165.270004,167.860001,156.475067,162000
2018-10-01,168.210007,168.320007,149.500000,152.410004,142.408264,517900
2018-11-01,153.139999,159.300003,149.220001,157.570007,147.229660,245600
2018-12-01,159.679993,161.059998,131.910004,140.770004,131.532150,767700
2019-01-01,138.479996,147.720001,136.919998,147.330002,137.988525,289600
2019-02-01,147.220001,155.479996,144.729996,154.660004,144.853760,223500
2019-03-01,155.350006,158.559998,149.300003,153.979996,144.216827,183300
2019-04-01,155.110001,155.149994,143.119995,149.389999,140.421494,203200
2019-05-01,148.470001,153.169998,140.600006,141.130005,132.657394,140000
2019-06-01,141.679993,151.869995,141.679993,150.820007,141.765701,179700
2019-07-01,151.789993,153.899994,144.020004,144.470001,136.299805,434900
2019-08-01,144.500000,145.520004,136.830002,139.250000,131.375000,182900
2019-09-01,138.649994,145.479996,138.649994,139.850006,131.941055,748200
2019-10-01,140.250000,146.220001,136.660004,145.979996,138.330688,506600
2019-11-01,146.520004,151.830002,143.179993,151.330002,143.400375,189200
2019-12-01,152.000000,162.000000,149.630005,160.130005,151.739227,479800
2020-01-01,160.380005,165.699997,157.789993,159.229996,151.388290,197300
2020-02-01,161.009995,165.119995,140.710007,144.660004,137.535858,327700
2020-03-01,145.039993,153.809998,115.529999,134.580002,127.952248,601500
2020-04-01,131.630005,157.330002,128.740005,152.399994,145.581696,552800
2020-05-01,149.690002,159.110001,147.410004,157.429993,150.386688,557500
2020-06-01,156.750000,159.630005,145.270004,153.880005,146.995514,302900
2020-07-01,154.000000,161.839996,153.979996,157.610001,150.877258,167100
2020-08-01,158.940002,167.710007,158.940002,167.580002,160.421371,170200
2020-09-01,168.179993,168.250000,158.970001,163.529999,156.544357,93100
2020-10-01,163.589996,172.580002,157.929993,159.020004,152.891815,93800
2020-11-01,160.800003,175.669998,159.779999,170.990005,164.400543,527200
2020-12-01,172.059998,179.740005,172.059998,179.440002,172.524887,189500
2021-01-01,179.440002,188.100006,176.220001,179.809998,173.399002,185700
2021-02-01,181.000000,186.190002,177.639999,179.059998,172.675720,124300
2021-03-01,181.059998,181.509995,170.369995,177.649994,171.315994,232900
2021-04-01,177.789993,182.869995,173.580002,179.139999,173.383270,100700
2021-05-01,180.389999,187.660004,177.490005,184.399994,178.474228,140900
2021-06-01,185.389999,189.580002,182.330002,185.750000,179.780853,138800
2021-07-01,185.949997,194.449997,183.000000,191.720001,186.278656,117100
2021-08-01,193.149994,199.509995,190.600006,193.369995,187.881805,171100
2021-09-01,193.289993,197.330002,182.500000,183.149994,177.951889,114200
2021-10-01,182.339996,188.149994,180.809998,188.149994,183.623505,104600
2021-11-01,188.679993,196.649994,187.080002,187.179993,182.676834,109800
2021-12-01,187.619995,201.240005,185.649994,199.630005,194.827332,248700
2022-01-01,199.330002,199.330002,179.149994,190.520004,186.727982,201300
2022-02-01,190.220001,193.080002,176.960007,183.619995,179.965317,104800
2022-03-01,183.479996,197.970001,181.470001,194.259995,190.393524,227000
2022-04-01,194.820007,202.770004,185.889999,187.820007,184.838730,218300
2022-05-01,186.419998,196.720001,180.240005,194.449997,191.363480,276000
2022-06-01,194.320007,197.279999,177.360001,191.649994,188.607925,492300
2022-07-01,191.699997,196.600006,187.910004,190.529999,188.196274,425700
2022-08-01,190.119995,191.339996,175.979996,176.139999,173.982529,274700
2022-09-01,175.779999,185.490005,168.669998,169.539993,167.463364,166000
2022-10-01,170.250000,182.500000,166.990005,181.070007,179.780167,294500
2022-11-01,180.020004,187.350006,175.389999,187.350006,186.015427,182800
2022-12-01,189.440002,190.119995,182.009995,186.130005,184.804108,169900
